Site Tag,Site Age,Site Latitude (N),Site Longitude (E),Site Declination,Site Inclination,a95,Weight,Euler Pole Latitude (N),Euler Pole Longitude (E),Euler Pole Rotation Angle
8,5,-37.7,144.6,181.1,53.4,3.5,1,0,0,0
4,5,-37.7,144.6,184.6,60.7,4.5,1,0,0,0
36,5,-37.2,144.9,185.1,52.1,3.2,1,0,0,0
7,5,-37.8,144.7,171.9,58.7,4.1,1,0,0,0
41,5,-37.4,144.3,189.9,58.6,7.9,1,0,0,0
19,5,-37.6,145,174.2,50.1,2.6,1,0,0,0
5,5,-37.6,144.7,169.3,59.6,5.8,1,0,0,0
33,5,-37.1,144.5,176.9,64.2,2,1,0,0,0
15,5,-37.6,145.1,170.5,50.6,2.5,1,0,0,0
39,5,-37,144.6,190.2,63.3,2.5,1,0,0,0
3,5,-37.7,145.1,173.7,46.5,4.9,1,0,0,0
38,5,-37,144.6,170.2,64,1.6,1,0,0,0
16,5,-37.6,145,168.7,48.6,1.4,1,0,0,0
20,5,-37.5,145,169.2,47.8,1.9,1,0,0,0
35,5,-37.4,145,184.3,42.1,4.8,1,0,0,0
34,5,-37.1,144.5,167.4,46.3,3.9,1,0,0,0
1,5,-37.7,145,163,49.2,1.8,1,0,0,0
2,5,-37.7,145,161.2,46.8,3.3,1,0,0,0
43,5,-37.4,144.1,141.9,65.6,3.5,1,0,0,0
az21,5,37.8033,-25.1353,180.7,-47,1.9,1,0,0,0
az23,5,37.8487,-25.223,171.9,-47,1.3,1,0,0,0
az17,5,37.7863,-25.1457,170.8,-45.8,3,1,0,0,0
az18,5,37.7843,-25.1457,182.1,-42.2,2.3,1,0,0,0
az19,5,37.785,-25.1517,162.1,-62.4,1.5,1,0,0,0
az25,5,37.8487,-25.223,185.1,-40.3,4.3,1,0,0,0
az27,5,37.8422,-25.151,166.6,-44.9,1.8,1,0,0,0
az28,5,37.8422,-25.151,180.9,-38,2,1,0,0,0
az16,5,37.7862,-25.1477,191.6,-37.2,4.8,1,0,0,0
az26,5,37.8493,-25.223,173.1,-34,6.7,1,0,0,0
az24,5,37.8487,-25.223,199.2,-43.2,3,1,0,0,0
az13,5,37.7872,-25.1428,202.1,-41.1,2,1,0,0,0
QTE-2-1,5,-36,289.12,181.5,45,9.8,1,0,0,0
QTE-2-4,5,-36,289.12,175.9,43.3,3.1,1,0,0,0
QTE-2-3,5,-36,289.12,170.1,45.8,5.2,1,0,0,0
QTE-2-2,5,-36,289.12,198.7,48.7,5.7,1,0,0,0
QTW-10-2,5,-36,289.12,186.4,35.9,8.2,1,0,0,0
QTW-10-1,5,-36,289.12,205.2,68.2,2.8,1,0,0,0
QTW-11-10,5,-36,289.12,195.7,30.2,5.4,1,0,0,0
QTE-2-5,5,-36,289.12,160.7,33.7,11.5,1,0,0,0
cr425,5,10.7838,-85.4258,183.2,-16.8,6.9658,1,0,0,0
cr418,5,10.4738,-85.0726,180.9,-7.5,7.9946,1,0,0,0
cr416,5,9.9828,-84.3464,172.8,-10,5.9863,1,0,0,0
cr426,5,10.4744,-85.046,173.6,6.6,6.9893,1,0,0,0
EC23,5,-0.38,-78.18,177.6,-0.9,5.3,1,0,0,0
EC33,5,-0.28,-78.26,178.7,-4.1,12.1,1,0,0,0
EC51,5,-0.92,-78.59,181.9,-2.2,4,1,0,0,0
EC17,5,-0.35,-78.2,176.1,2.8,5.7,1,0,0,0
EC62,5,-0.29,-78.14,179.2,9.7,3.5,1,0,0,0
EC61,5,-0.29,-78.14,178.7,10.4,8.5,1,0,0,0
EC57,5,-0.33,-78.15,176.4,11.4,6.3,1,0,0,0
EC6,5,-0.33,-78.21,176.8,12.6,4.8,1,0,0,0
EC41,5,-0.47,-78.18,173.6,6.7,5.8,1,0,0,0
EC53,5,-1.18,-78.57,173.3,-2.3,3,1,0,0,0
EC32,5,-0.28,-78.27,172.8,-0.8,4.3,1,0,0,0
EC69,5,-0.12,-78.13,177.7,-14.3,2.6,1,0,0,0
EC25,5,-0.34,-78.19,185.7,11.7,1.9,1,0,0,0
EC50,5,-1.19,-78.57,188.2,8.2,2.9,1,0,0,0
EC52,5,-0.92,-78.59,173.3,-12.2,1.7,1,0,0,0
EC22,5,-0.38,-78.15,169.7,-5.2,7.6,1,0,0,0
EC28,5,-0.37,-78.19,190.4,8.8,7.1,1,0,0,0
EC40,5,-0.49,-78.29,189.9,11.3,3.6,1,0,0,0
EC21,5,-0.38,-78.15,181.3,23,3.3,1,0,0,0
EC24,5,-0.38,-78.19,191.6,3.6,11.7,1,0,0,0
EC63,5,-0.3,-78.13,190.2,12.5,4.2,1,0,0,0
EC9,5,-0.36,-78.29,171.2,16.6,4.7,1,0,0,0
EC30,5,-0.31,-78.23,195.5,-3.2,2,1,0,0,0
EC31,5,-0.31,-78.23,195.8,-1.8,2.5,1,0,0,0
EC14,5,-0.28,-78.26,164.8,10.9,2.6,1,0,0,0
EC29,5,-0.31,-78.23,197.9,-6.3,3.4,1,0,0,0
EC34,5,-0.3,-78.25,198.8,6.8,4.4,1,0,0,0
EC19,5,-0.38,-78.2,198.3,17.5,3.7,1,0,0,0
EC16,5,-0.33,-78.2,198.6,21,4.8,1,0,0,0
EC15,5,-0.28,-78.26,159,8.5,6.1,1,0,0,0
EC26,5,-0.35,-78.2,201.6,2.3,6.4,1,0,0,0
OK22,5,20.7803,202.509,162.9,-54.1,0.6,1,0,0,0
Lanaii5,5,20.4688,202.708,174.7,-62.8,1.1,1,0,0,0
OK26,5,20.7803,202.509,188.5,-34.1,1.1,1,0,0,0
K97,5,21.493,201.175,178.2,-31.4,1.2,1,0,0,0
OK23,5,20.7803,202.509,161.2,-53,1.4,1,0,0,0
O25,5,20.5412,203.345,179,-35.8,1.5,1,0,0,0
K69,5,20.9515,202.185,178.1,-23.2,1.6,1,0,0,0
P64,5,20.4627,203.569,170.8,-25.4,1.6,1,0,0,0
OK24,5,20.7803,202.509,175.7,-29,1.7,1,0,0,0
K89,5,21.493,201.175,179,-32.6,1.8,1,0,0,0
K95,5,21.493,201.175,181,-30.2,1.8,1,0,0,0
K108,5,21.493,201.175,180.4,-28.2,1.8,1,0,0,0
OK25,5,20.7803,202.509,174,-34,1.8,1,0,0,0
O23,5,20.5412,203.345,192.3,-25.7,1.8,1,0,0,0
K92,5,21.493,201.175,174.1,-29.6,1.9,1,0,0,0
162,5,20.6179,203.343,170,-27.7,1.9,1,0,0,0
OK19,5,20.7803,202.509,183.7,0.6,1.9,1,0,0,0
A1,5,20.8711,202.824,178.5,-27,1.9,1,0,0,0
K76,5,20.9515,202.185,194.1,-28.4,1.9,1,0,0,0
K68,5,20.9515,202.185,176.2,-24.2,1.9,1,0,0,0
K5,5,20.6209,202.785,185,-32.4,2,1,0,0,0
19-KT7,5,20.7803,202.509,166.2,-41.6,2,1,0,0,0
21-KT14,5,20.7803,202.509,157.7,-27.7,2,1,0,0,0
K70,5,20.9515,202.185,173,-24.9,2,1,0,0,0
17,5,20.7803,202.509,171.3,-50,2,1,0,0,0
153,5,20.6179,203.343,184.1,-37.9,2.1,1,0,0,0
K87,5,21.493,201.175,177.7,-32.4,2.1,1,0,0,0
K94,5,21.493,201.175,175.6,-33.5,2.1,1,0,0,0
K63,5,20.9515,202.185,193.3,-46,2.1,1,0,0,0
O28,5,20.5412,203.345,182.4,-14,2.1,1,0,0,0
K78,5,20.9515,202.185,194.7,-29.1,2.1,1,0,0,0
K65,5,20.9515,202.185,176.9,-19.6,2.2,1,0,0,0
K80,5,20.9515,202.185,196.7,-28.8,2.2,1,0,0,0
06-PB6,5,20.8144,202.394,154.4,-22.3,2.3,1,0,0,0
O22,5,20.5412,203.345,180.7,-34,2.3,1,0,0,0
K61,5,20.9515,202.185,181.3,-25.5,2.3,1,0,0,0
K82,5,20.9515,202.185,194.2,-35.1,2.3,1,0,0,0
A2,5,20.8711,202.824,174.2,-26.9,2.4,1,0,0,0
O18,5,20.5412,203.345,170.3,-34.7,2.4,1,0,0,0
K84,5,21.6349,201.04,192.8,-37.6,2.4,1,0,0,0
Niihau-Kiekie6,5,21.62,200.05,184.5,-37,2.5,1,0,0,0
K67,5,20.9515,202.185,178.7,-20.7,2.5,1,0,0,0
K66,5,20.9515,202.185,176.7,-20.8,2.5,1,0,0,0
K90,5,21.493,201.175,177.6,-32.6,2.6,1,0,0,0
A5,5,20.8711,202.824,155.7,-22.1,2.6,1,0,0,0
K71,5,20.9515,202.185,178.8,-32.5,2.6,1,0,0,0
O20,5,20.5412,203.345,166.6,-8.5,2.6,1,0,0,0
09-PB13,5,20.8144,202.394,160,-45.1,2.7,1,0,0,0
K62,5,20.9515,202.185,183,-26,2.7,1,0,0,0
A8,5,20.8711,202.824,153,-18.7,2.7,1,0,0,0
K74,5,20.9515,202.185,195.7,-26.5,2.7,1,0,0,0
FL,5,20.7286,203.176,179,-28.3,2.7,1,0,0,0
Heleakala14a,5,20.3434,203.647,175.5,-38.7,2.8,1,0,0,0
Lanaii8,5,20.3589,203.772,179.9,-20.7,2.8,1,0,0,0
Kamaileunu14,5,20.4834,203.428,166.4,-37.7,2.8,1,0,0,0
Heleakala13,5,20.3231,203.681,173.3,-37.5,2.8,1,0,0,0
K79,5,20.9515,202.185,190.6,-28.8,2.8,1,0,0,0
K77,5,20.9515,202.185,192.1,-31,2.8,1,0,0,0
K83,5,20.9515,202.185,196,-31.2,2.8,1,0,0,0
O21,5,20.5412,203.345,181.6,-7.9,2.8,1,0,0,0
18,5,20.7999,202.419,161.7,-45.7,2.8,1,0,0,0
K81,5,20.9515,202.185,192.8,-30.8,2.9,1,0,0,0
O35,5,20.5412,203.345,183.1,3.9,2.9,1,0,0,0
Heleakala4,5,20.8775,202.747,186.7,-27,3,1,0,0,0
Niihau-Paniau2,5,21.0873,201.385,191.4,-43,3,1,0,0,0
OK21,5,20.7803,202.509,157.1,-58.3,3.1,1,0,0,0
12,5,20.8144,202.394,184,-47.4,3.2,1,0,0,0
Heleakala14b,5,18.4973,206.758,174.2,-42.3,3.3,1,0,0,0
02-PB2,5,20.8144,202.394,177.5,-33.1,3.3,1,0,0,0
O16,5,20.5412,203.345,173.6,-30.7,3.3,1,0,0,0
O15,5,20.5412,203.345,184.1,-16.3,3.3,1,0,0,0
K73,5,20.9515,202.185,191.2,-27.3,3.4,1,0,0,0
K91,5,21.493,201.175,175.8,-34.6,3.5,1,0,0,0
K75,5,20.9515,202.185,191.5,-27.6,3.5,1,0,0,0
Niihau-Paniau1,5,21.0873,201.385,191.2,-44.4,3.6,1,0,0,0
Niihau-Paniau3,5,21.0873,201.385,187.6,-42,3.6,1,0,0,0
Niihau-Kiekie7,5,21.62,200.05,192.3,-36.4,3.6,1,0,0,0
Kamaileunu16,5,20.4834,203.428,178.1,-37.7,3.7,1,0,0,0
K4,5,20.6209,202.785,184.2,-32.5,3.8,1,0,0,0
10-PB14,5,20.8144,202.394,172.7,-25,3.8,1,0,0,0
13,5,20.8144,202.394,164.4,-11.3,3.8,1,0,0,0
24,5,20.7803,202.509,189.2,-19.4,3.8,1,0,0,0
K120,5,21.551,201.24,171,-38.5,3.9,1,0,0,0
23,5,20.7803,202.509,161.1,-31.4,3.9,1,0,0,0
01-PB1,5,20.8144,202.394,177.2,-25.9,4,1,0,0,0
Niihau-Paniau5,5,21.0873,201.385,191.8,-27.8,4,1,0,0,0
K6,5,20.6209,202.785,183.5,-31.3,4.1,1,0,0,0
16-P1,5,20.7999,202.419,184.1,-50.7,4.1,1,0,0,0
V54,5,20.6479,203.27,182.1,-18.8,4.2,1,0,0,0
Heleakala3,5,20.3115,203.701,179.8,-26.3,4.3,1,0,0,0
O26,5,20.5412,203.345,184.3,-31.6,4.3,1,0,0,0
KA,5,20.7778,203.213,187.6,-43.8,4.3,1,0,0,0
134,5,20.6179,203.343,191.2,-31.5,4.4,1,0,0,0
WA,5,20.6656,203.275,183.8,7.6,4.4,1,0,0,0
Heleakala16,5,20.3434,203.647,184.4,-38.9,4.6,1,0,0,0
K119,5,21.551,201.24,173.4,-31.5,4.6,1,0,0,0
K86,5,21.493,201.175,177.8,-31.6,4.6,1,0,0,0
K88,5,21.493,201.175,174.4,-29.2,4.6,1,0,0,0
O29,5,20.5412,203.345,187.9,-35.1,4.6,1,0,0,0
O17,5,20.5412,203.345,167.8,-17.5,4.6,1,0,0,0
O19,5,20.5412,203.345,168.7,-5.2,4.6,1,0,0,0
Lanaii1,5,20.6153,203.498,179.1,-24.8,4.8,1,0,0,0
K85,5,21.493,201.175,178.6,-21.9,4.8,1,0,0,0
154,5,20.6179,203.343,189,-15.5,4.8,1,0,0,0
O39,5,20.5412,203.345,178.5,0.5,4.8,1,0,0,0
V55,5,20.6479,203.27,171.6,-35.5,4.8,1,0,0,0
25,5,20.7803,202.509,191.3,-17.2,4.8,1,0,0,0
140,5,20.6179,203.343,180.4,-19.1,4.9,1,0,0,0
K93,5,21.493,201.175,171.5,-27.3,4.9,1,0,0,0
11-PB15,5,20.8144,202.394,165.7,-27.3,4.9,1,0,0,0
03-PB3,5,20.8144,202.394,159.8,-19.5,4.9,1,0,0,0
171,5,20.6179,203.343,174.6,-14.9,5,1,0,0,0
A7,5,20.8711,202.824,154.9,-16.5,5.1,1,0,0,0
Z62,5,20.766,203.15,171.9,-40.4,5.1,1,0,0,0
K98,5,21.493,201.175,179.8,-34.1,5.2,1,0,0,0
05-PB5,5,20.8144,202.394,164.7,-8.1,5.2,1,0,0,0
20,5,20.7803,202.509,157,-27,5.2,1,0,0,0
151,5,20.6179,203.343,197.6,-34.1,5.3,1,0,0,0
K64,5,20.9515,202.185,184.6,-38.4,5.3,1,0,0,0
Heleakala12,5,20.4334,203.496,170.6,-40.6,5.4,1,0,0,0
O24,5,20.5412,203.345,177,-21.9,5.4,1,0,0,0
Kamaileunu13d,5,20.4834,203.428,168.6,-36.3,5.5,1,0,0,0
14-PB20,5,20.8144,202.394,187.1,-39,5.5,1,0,0,0
147,5,20.6179,203.343,184.9,-29.6,5.5,1,0,0,0
Heleakala9,5,20.9936,202.552,167.3,-33.4,5.5,1,0,0,0
O41,5,20.5412,203.345,190,-52,5.6,1,0,0,0
160,5,20.6179,203.343,189.8,-26.3,5.7,1,0,0,0
O27,5,20.5412,203.345,182.4,-14.2,5.8,1,0,0,0
OK20,5,20.7803,202.509,169.6,-38.7,5.8,1,0,0,0
Niihau-Paniau4,5,21.0873,201.385,191.9,-33.7,5.8,1,0,0,0
Heleakala2,5,20.9936,202.552,163.7,-34.1,5.9,1,0,0,0
E99,5,18.5405,206.97,166,-49.4,5.9,1,0,0,0
187,5,20.6179,203.343,189.3,-36.5,6,1,0,0,0
182,5,20.6179,203.343,188.1,-6.8,6,1,0,0,0
181,5,20.6179,203.343,208,-41.6,6,1,0,0,0
O42,5,20.5452,203.346,177.8,-45.5,6,1,0,0,0
04-PB4,5,20.8144,202.394,206.7,-26.5,6.1,1,0,0,0
149,5,20.6179,203.343,200.1,-21.2,6.3,1,0,0,0
K72,5,20.9515,202.185,184.5,-26.5,6.3,1,0,0,0
197,5,20.6179,203.343,196.5,7,7,1,0,0,0
142,5,20.6179,203.343,178,-23,7.1,1,0,0,0
Heleakala17,5,20.9936,202.552,182.2,-38.7,7.2,1,0,0,0
O36,5,20.5412,203.345,177.9,-0.5,7.3,1,0,0,0
135,5,20.6179,203.343,196.4,-27,7.7,1,0,0,0
Lanaii2,5,20.6008,203.522,151.7,-19,8.1,1,0,0,0
O40,5,20.5412,203.345,204.3,-47.7,8.1,1,0,0,0
15,5,20.8144,202.394,174.5,-49.5,8.3,1,0,0,0
Heleakala10,5,20.5292,203.334,167.5,-25.6,8.4,1,0,0,0
156,5,20.6179,203.343,185.7,-12.3,8.4,1,0,0,0
184,5,20.6179,203.343,173.1,-11.3,8.7,1,0,0,0
189,5,20.6179,203.343,169.5,-53.1,9.1,1,0,0,0
Heleakala7,5,20.9936,202.552,166.3,-29.4,9.4,1,0,0,0
186,5,20.6179,203.343,172.7,-14.9,9.7,1,0,0,0
O38_star,5,20.5412,203.345,181.6,2.4,9.7,1,0,0,0
167,5,20.6179,203.343,166.8,-11.5,9.8,1,0,0,0
158,5,20.6179,203.343,185.4,3.2,10,1,0,0,0
Heleakala1,5,20.3115,203.701,166.7,-29,10.1,1,0,0,0
Heleakala5,5,20.8775,202.747,185.2,-31.9,10.3,1,0,0,0
Heleakala15,5,20.5292,203.334,161.3,-47.5,10.7,1,0,0,0
Heleakala8,5,20.5292,203.334,181.8,-12.4,10.8,1,0,0,0
O37_star,5,20.5412,203.345,186.2,10.4,11,1,0,0,0
136,5,20.6179,203.343,201.4,-46,11.4,1,0,0,0
Kamaileunu13e,5,20.4834,203.428,155.5,-26.7,12.4,1,0,0,0
Lanaii4,5,20.6508,203.456,169.9,-32.2,14.8,1,0,0,0
ZK01,5,38.1,140.5,213.5,-55.4,4.4,1,0,0,0
ZO02,5,38.1,140.5,210.6,-36.2,11.8,1,0,0,0
lp1014,5,28.8142,-17.94,188.4,-43.3,2.7,1,0,0,0
lp1019,5,28.8092,-17.83,175,-38.8,2.5,1,0,0,0
lp1009,5,28.832,-17.94,169.3,-45.6,3.5,1,0,0,0
lp1023,5,28.8092,-17.83,169.2,-38.3,2.8,1,0,0,0
lp1029,5,28.725,-17.77,186.5,-59.2,4.3,1,0,0,0
lp1012,5,28.8117,-17.9617,195.5,-41.5,5.3,1,0,0,0
lp1015,5,28.8142,-17.94,190.4,-32.5,3.4,1,0,0,0
lp1026,5,28.7985,-17.78,162.9,-42.2,2.9,1,0,0,0
lp1021,5,28.8364,-17.88,160.8,-41.1,5,1,0,0,0
lp1028,5,28.7868,-17.77,198.3,-37.7,1.8,1,0,0,0
lp1025,5,28.8092,-17.83,190.4,-19.5,7.5,1,0,0,0
lp1010,5,28.6537,-17.95,202.6,-27.8,4.8,1,0,0,0
mc15,5,-77.47,169.23,171.7,83.9,2.7,1,0,0,0
mc37,5,-78.4,164.27,216,81.9,3.3,1,0,0,0
mc49,5,-78.24,163.36,147.8,74.3,3.2,1,0,0,0
mc01,5,-77.85,166.64,250.4,77.7,4.3,1,0,0,0
mc50,5,-78.25,163.22,191.4,71.4,2.6,1,0,0,0
mx18,5,19.168,260.195,177.7,-16.7,2.5,1,0,0,0
mx06,5,22.82,258.086,189,-37.1,2.8,1,0,0,0
mx19,5,19.301,260.625,186.1,-24.4,3,1,0,0,0
mx20,5,19.339,260.638,182.6,-41.3,3.4,1,0,0,0
mx13,5,19.267,260.708,166.9,-47.8,3.7,1,0,0,0
mx12,5,19.279,260.722,161.2,-43.1,3.9,1,0,0,0
mx14,5,19.199,260.75,185.7,-42.1,4.1,1,0,0,0
mx09,5,19.309,260.695,182.8,-33.7,4.3,1,0,0,0
mx10,5,19.322,260.699,184.5,-37.7,4.5,1,0,0,0
mx08,5,18.976,260.352,187.5,-36.4,4.8,1,0,0,0
mx17,5,19.156,260.194,181.4,-16.1,4.8,1,0,0,0
CHP-671,5,20.4148,257.256,162.11,-35.86,1.67,1,0,0,0
CHP-538,5,20.5772,256.58,153,-30.34,2.35,1,0,0,0
SM16,5,19.2708,261.35,180.8,-16.5,2.4,1,0,0,0
18,5,19.2422,260.299,177.7,-16.7,2.5,1,0,0,0
SM4,5,19.3828,261.363,191,-32,2.5,1,0,0,0
6,5,23.0568,258.41,189,-37.1,2.8,1,0,0,0
44,5,20.1096,264.141,177.9,-20.4,2.9,1,0,0,0
M,5,20.2582,257.728,174.51,-44.82,2.98,1,0,0,0
19,5,19.3826,260.744,186.1,-24.4,3,1,0,0,0
IT,5,19.6663,260.714,171.3,-20.9,3,1,0,0,0
45,5,20.0101,263.483,182.6,-27.9,3.2,1,0,0,0
ST3,5,19.5889,260.654,174.6,-33.8,3.3,1,0,0,0
CHP-711,5,20.7111,257.236,163.68,6.76,3.31,1,0,0,0
20,5,19.465,260.822,182.6,-41.3,3.4,1,0,0,0
JI1,5,19.6089,260.657,176.5,-22.3,3.4,1,0,0,0
SdSC52,5,19.4849,261.145,175.4,-12.6,3.4,1,0,0,0
49,5,19.9933,264.216,191.6,-38.5,3.5,1,0,0,0
HKA-984,5,20.0346,258.123,184.86,-12.69,3.51,1,0,0,0
CHPA636,5,20.421,256.5,161.84,-12.77,3.61,1,0,0,0
13,5,19.377,260.869,166.9,-47.8,3.7,1,0,0,0
AJ1,5,19.6743,260.711,173.3,-22.8,3.8,1,0,0,0
12,5,19.3475,260.823,161.2,-43.1,3.9,1,0,0,0
IT2,5,19.6711,260.726,151.3,-23,4,1,0,0,0
14,5,19.2612,260.841,185.7,-42.1,4.1,1,0,0,0
TO1,5,19.3629,260.689,167.3,-26.7,4.2,1,0,0,0
VV4,5,19.7669,261.238,151,-20,4.3,1,0,0,0
9,5,19.3705,260.785,182.8,-33.7,4.3,1,0,0,0
SRG8,5,18.4235,265.136,172.2,-42.6,4.3,1,0,0,0
10,5,19.3844,260.791,184.5,-37.7,4.5,1,0,0,0
SRG5,5,18.5212,264.994,182,-18.6,4.6,1,0,0,0
17,5,19.2208,260.285,181.4,-16.1,4.8,1,0,0,0
SRG3,5,18.4967,264.818,172.1,-29.4,4.8,1,0,0,0
8,5,19.0401,260.442,187.5,-36.4,4.8,1,0,0,0
SdSC51,5,19.3622,261.325,176.8,-24.5,4.9,1,0,0,0
46,5,20.096,264.057,184.7,-22.2,5,1,0,0,0
AJ2,5,19.6661,260.738,151,-21.9,5.1,1,0,0,0
TO3,5,19.3825,260.772,177,-53.9,5.4,1,0,0,0
33,5,19.5306,263.475,180.4,-25.5,5.8,1,0,0,0
L,5,20.4762,258.085,182.21,-36.73,6.12,1,0,0,0
VV3,5,19.4657,261.328,182,-52.2,6.4,1,0,0,0
39,5,20.0573,264.209,160.6,-44.3,6.5,1,0,0,0
32,5,19.6382,262.972,178.2,-35.1,6.6,1,0,0,0
SRG6,5,18.2793,265.229,173.9,-30.4,7,1,0,0,0
SdSC47,5,19.4417,261.282,183.2,-10.6,7.1,1,0,0,0
SdSC53,5,19.447,261.359,176.7,-27.9,8.2,1,0,0,0
SRG7,5,18.5429,264.916,184.9,-41.6,8.5,1,0,0,0
CB13,5,21.2215,255.401,161.4,-33.8,8.5,1,0,0,0
13,5,20.2667,259.74,166.1,-13.67,8.6,1,0,0,0
CB04,5,21.1528,255.45,179.4,-42.3,8.8,1,0,0,0
SdSC42,5,19.5227,260.201,168.7,-7.7,9.5,1,0,0,0
37,5,20.1304,264.111,152.4,-33.2,10.3,1,0,0,0
6,5,20.3173,259.729,157.5,-39.6,10.4,1,0,0,0
SRG4,5,18.5271,264.902,155.8,-20.6,10.7,1,0,0,0
SdSC48,5,19.4487,261.284,182.3,-7.3,11.6,1,0,0,0
5,5,20.3093,259.726,180.9,-41.3,12.4,1,0,0,0
43,5,20.0531,264.191,179,-38.3,13,1,0,0,0
VV5,5,19.8927,261.428,170.4,-30.9,14.1,1,0,0,0
NT73,5,-38.9675,175.98,175.5,67.3,1.8,1,0,0,0
NT28,5,-39.0033,175.979,189.3,61.8,1.8,1,0,0,0
NT25,5,-38.789,175.988,177.8,38,2.4,1,0,0,0
NT43,5,-39.0195,175.978,172.3,84,2.8,1,0,0,0
S68,5,-35.6867,174.434,167,58.2,2.8,1,0,0,0
NT50,5,-38.9123,175.983,166.3,67.9,3,1,0,0,0
NT29,5,-38.9968,175.979,185.8,58.3,3.1,1,0,0,0
NT41+66,5,-38.8929,175.984,179.4,69.2,3.2,1,0,0,0
NZ9,5,-37.4929,174.876,201,51.1,3.8,1,0,0,0
Marshall,5,-38.8085,175.987,182.5,63.7,3.8,1,0,0,0
NZ20,5,-37.6461,174.864,178,61.3,4.1,1,0,0,0
Rahopeka,5,-38.75,175.99,166.9,52.7,4.4,1,0,0,0
NT88,5,-38.8247,175.986,186.8,53.6,4.8,1,0,0,0
NZ3,5,-37.4663,174.878,160.3,42.9,5.1,1,0,0,0
NT89,5,-38.8247,175.986,164.5,67.4,5.2,1,0,0,0
NT38,5,-39.0455,175.977,185.8,57.3,5.4,1,0,0,0
NT26,5,-38.789,175.988,184.6,32.1,5.5,1,0,0,0
NT72,5,-38.9675,175.98,185.8,69.6,5.8,1,0,0,0
NZ2,5,-37.6361,174.865,180,44.1,6,1,0,0,0
S74,5,-35.6062,173.467,179.6,68,6,1,0,0,0
NZ18,5,-37.6327,174.865,162.7,40.3,6.5,1,0,0,0
NZ13,5,-37.6927,174.86,175.5,43.5,6.9,1,0,0,0
NZ15,5,-37.6594,174.863,180.1,49.6,10.8,1,0,0,0
A48,5,53,-172,194.8,-73.6,2.2,1,0,0,0
A65,5,53,-172,171.5,-78.6,2.5,1,0,0,0
A109,5,53,-172,169,-64.8,2,1,0,0,0
A54,5,53,-172,200.4,-84.3,1.6,1,0,0,0
A52,5,53,-172,204.6,-84.1,2.3,1,0,0,0
A47,5,53,-172,136.3,-78,3.7,1,0,0,0
A62,5,53,-172,224.3,-83,2.2,1,0,0,0
A46,5,53,-172,125.4,-77.3,2.9,1,0,0,0
A31,5,53,-172,201.3,-58.7,2.2,1,0,0,0
A29,5,53,-172,204.3,-57.5,2.1,1,0,0,0
A63,5,53,-172,108.3,-83.2,2.2,1,0,0,0
sr21,5,42.4996,245.851,172.5,-66.9,2.6,1,0,0,0
sr40,5,44.1566,248.574,192.9,-60.7,4.2,1,0,0,0
sr37,5,43.5329,248.3,171.8,-54.1,4.8,1,0,0,0
sr24,5,42.4556,245.636,163.3,-62.2,4.2,1,0,0,0
sr36,5,43.8427,247.376,197.6,-65.5,5.7,1,0,0,0
